,zip,Latitude,Longitude,Mapped Location,geometry,latlong,Date,Is Violation,Cluster Name,Facility Type,# Cases,Is Cluster
198640,37206.0,36.17757,-86.74994000000001,"(36.17757, -86.74994)",POINT (-86.74994000000001 36.17757),"[36.17757, -86.74994000000001]",2020-07-31,1.0,0,0,0.0,0.0
199403,37206.0,36.1772953,-86.74589999999998,"(36.1772953, -86.74589999999999)",POINT (-86.74589999999998 36.1772953),"[36.1772953, -86.74589999999998]",2020-08-01,1.0,0,0,0.0,0.0
199587,37206.0,36.1956505,-86.74305729999998,"(36.1956505, -86.74305729999999)",POINT (-86.74305729999998 36.1956505),"[36.1956505, -86.74305729999998]",2020-08-01,1.0,0,0,0.0,0.0
201030,37206.0,36.171708100000004,-86.74032659999999,"(36.1717081, -86.7403266)",POINT (-86.74032659999999 36.1717081),"[36.171708100000004, -86.74032659999999]",2020-08-16,1.0,0,0,0.0,0.0
201042,37206.0,36.18923956161802,-86.74633830674593,"(36.189239561618024, -86.74633830674593)",POINT (-86.74633830674593 36.18923956161802),"[36.18923956161802, -86.74633830674593]",2020-10-13,1.0,0,0,0.0,0.0
202588,37206.0,36.1758602,-86.75628979999998,"(36.1758602, -86.75628979999999)",POINT (-86.75628979999998 36.1758602),"[36.1758602, -86.75628979999998]",2020-08-03,1.0,0,0,0.0,0.0
202739,37206.0,36.17875009999999,-86.74955340000001,"(36.17875009999999, -86.7495534)",POINT (-86.74955340000001 36.17875009999999),"[36.17875009999999, -86.74955340000001]",2020-08-04,1.0,0,0,0.0,0.0
202848,37206.0,36.18620437650159,-86.7307542030716,"(36.186204376501586, -86.7307542030716)",POINT (-86.7307542030716 36.18620437650159),"[36.18620437650159, -86.7307542030716]",2020-08-04,1.0,0,0,0.0,0.0
202935,37206.0,36.19555560000001,-86.74305559999998,"(36.19555560000001, -86.74305559999999)",POINT (-86.74305559999998 36.19555560000001),"[36.19555560000001, -86.74305559999998]",2020-08-03,1.0,0,0,0.0,0.0
203593,37206.0,36.18335020000001,-86.7485645,"(36.1833502, -86.7485645)",POINT (-86.7485645 36.18335020000001),"[36.18335020000001, -86.7485645]",2020-08-04,1.0,0,0,0.0,0.0
205163,37206.0,36.1956505,-86.74305729999998,"(36.1956505, -86.74305729999999)",POINT (-86.74305729999998 36.1956505),"[36.1956505, -86.74305729999998]",2020-08-16,1.0,0,0,0.0,0.0
205309,37206.0,36.1956505,-86.74305729999998,"(36.1956505, -86.74305729999999)",POINT (-86.74305729999998 36.1956505),"[36.1956505, -86.74305729999998]",2020-09-10,1.0,0,0,0.0,0.0
205453,37206.0,36.1664463,-86.75017209999999,"(36.1664463, -86.7501721)",POINT (-86.75017209999999 36.1664463),"[36.1664463, -86.75017209999999]",2020-08-16,1.0,0,0,0.0,0.0
205599,37206.0,36.18833,-86.74638,"(36.18833, -86.74638)",POINT (-86.74638 36.18833),"[36.18833, -86.74638]",2020-10-12,1.0,0,0,0.0,0.0
206622,37206.0,36.17704439999999,-86.753069,"(36.1770444, -86.753069)",POINT (-86.753069 36.17704439999999),"[36.17704439999999, -86.753069]",2020-11-09,1.0,0,0,0.0,0.0
206903,37206.0,36.19282329999999,-86.7439368,"(36.1928233, -86.7439368)",POINT (-86.7439368 36.19282329999999),"[36.19282329999999, -86.7439368]",2020-08-21,1.0,0,0,0.0,0.0
207759,37206.0,36.1664685,-86.75021140000001,"(36.1664685, -86.7502114)",POINT (-86.75021140000001 36.1664685),"[36.1664685, -86.75021140000001]",2020-08-22,1.0,0,0,0.0,0.0
207772,37206.0,36.1946516,-86.7422598,"(36.1946516, -86.7422598)",POINT (-86.7422598 36.1946516),"[36.1946516, -86.7422598]",2020-09-02,1.0,0,0,0.0,0.0
208264,37206.0,36.175895700000005,-86.75682009999998,"(36.1758957, -86.7568201)",POINT (-86.75682009999998 36.17589570000001),"[36.175895700000005, -86.75682009999998]",2020-10-11,1.0,0,0,0.0,0.0
208306,37206.0,36.1843814,-86.7470589,"(36.1843814, -86.7470589)",POINT (-86.7470589 36.1843814),"[36.1843814, -86.7470589]",2020-09-02,1.0,0,0,0.0,0.0
208522,37206.0,36.18715726161715,-86.74721960674592,"(36.18715726161715, -86.7472196067459)",POINT (-86.74721960674592 36.18715726161715),"[36.18715726161715, -86.74721960674592]",2020-08-31,1.0,0,0,0.0,0.0
208584,37206.0,36.18634220000001,-86.7468213,"(36.18634220000001, -86.7468213)",POINT (-86.74682129999999 36.18634220000001),"[36.18634220000001, -86.7468213]",2020-09-21,1.0,0,0,0.0,0.0
208620,37206.0,36.18993289434824,-86.749126181543,"(36.18993289434824, -86.749126181543)",POINT (-86.74912618154301 36.18993289434824),"[36.18993289434824, -86.749126181543]",2020-09-01,1.0,0,0,0.0,0.0
209750,37206.0,36.18282347870857,-86.74758522883606,"(36.18282347870857, -86.74758522883606)",POINT (-86.74758522883606 36.18282347870857),"[36.18282347870857, -86.74758522883606]",2020-09-15,1.0,0,0,0.0,0.0
210793,37206.0,36.1869113,-86.7473928,"(36.1869113, -86.7473928)",POINT (-86.7473928 36.1869113),"[36.1869113, -86.7473928]",2020-09-19,1.0,0,0,0.0,0.0
210963,37206.0,36.1714027,-86.7650134,"(36.1714027, -86.7650134)",POINT (-86.7650134 36.1714027),"[36.1714027, -86.7650134]",2020-08-27,1.0,0,0,0.0,0.0
211043,37206.0,36.17338,-86.73964000000001,"(36.17338, -86.73964)",POINT (-86.73964000000001 36.17338),"[36.17338, -86.73964000000001]",2020-10-22,1.0,0,0,0.0,0.0
212819,37206.0,36.16726215428701,-86.72423221892305,"(36.16726215428701, -86.72423221892306)",POINT (-86.72423221892305 36.16726215428701),"[36.16726215428701, -86.72423221892305]",2020-09-16,1.0,0,0,0.0,0.0
213872,37206.0,36.174082399999996,-86.76112380000001,"(36.1740824, -86.7611238)",POINT (-86.76112380000001 36.1740824),"[36.174082399999996, -86.76112380000001]",2020-10-19,1.0,0,0,0.0,0.0
214048,37206.0,36.186794,-86.7360719,"(36.186794, -86.7360719)",POINT (-86.7360719 36.186794),"[36.186794, -86.7360719]",2020-09-26,1.0,0,0,0.0,0.0
214235,37206.0,36.172905261611106,-86.76476529325409,"(36.172905261611106, -86.76476529325409)",POINT (-86.76476529325409 36.17290526161111),"[36.172905261611106, -86.76476529325409]",2020-09-07,1.0,0,0,0.0,0.0
214607,37206.0,36.1794516,-86.75629959999998,"(36.1794516, -86.75629959999999)",POINT (-86.75629959999998 36.1794516),"[36.1794516, -86.75629959999998]",2020-09-26,1.0,0,0,0.0,0.0
214982,37206.0,36.178284000000005,-86.74955340000001,"(36.178284, -86.7495534)",POINT (-86.74955340000001 36.178284),"[36.178284000000005, -86.74955340000001]",2020-11-08,1.0,0,0,0.0,0.0
215757,37206.0,36.1731217,-86.7651901,"(36.1731217, -86.7651901)",POINT (-86.7651901 36.1731217),"[36.1731217, -86.7651901]",2020-09-05,1.0,0,0,0.0,0.0
215861,37206.0,36.174082399999996,-86.76112380000001,"(36.1740824, -86.7611238)",POINT (-86.76112380000001 36.1740824),"[36.174082399999996, -86.76112380000001]",2020-10-18,1.0,0,0,0.0,0.0
216937,37206.0,36.177640000000004,-86.75904,"(36.17764, -86.75904)",POINT (-86.75904 36.17764),"[36.177640000000004, -86.75904]",2020-09-11,1.0,0,0,0.0,0.0
217824,37206.0,36.174082399999996,-86.76112380000001,"(36.1740824, -86.7611238)",POINT (-86.76112380000001 36.1740824),"[36.174082399999996, -86.76112380000001]",2020-10-23,1.0,0,0,0.0,0.0
218495,37206.0,36.17704439999999,-86.753069,"(36.1770444, -86.753069)",POINT (-86.753069 36.17704439999999),"[36.17704439999999, -86.753069]",2020-11-03,1.0,0,0,0.0,0.0
218566,37206.0,36.177210111612936,-86.74589759999998,"(36.17721011161294, -86.74589759999998)",POINT (-86.74589759999998 36.17721011161294),"[36.177210111612936, -86.74589759999998]",2020-09-12,1.0,0,0,0.0,0.0
218935,37206.0,36.18404911161584,-86.75484010674592,"(36.184049111615835, -86.7548401067459)",POINT (-86.75484010674592 36.18404911161584),"[36.18404911161584, -86.75484010674592]",2020-09-22,1.0,0,0,0.0,0.0
219702,37206.0,36.178284000000005,-86.74955340000001,"(36.178284, -86.7495534)",POINT (-86.74955340000001 36.178284),"[36.178284000000005, -86.74955340000001]",2020-11-08,1.0,0,0,0.0,0.0
220632,37206.0,36.166090000000004,-86.75872,"(36.16609, -86.75872)",POINT (-86.75872 36.16609),"[36.166090000000004, -86.75872]",2020-10-13,1.0,0,0,0.0,0.0
221663,37206.0,36.17408241161159,-86.76112380000001,"(36.174082411611586, -86.7611238)",POINT (-86.76112380000001 36.17408241161159),"[36.17408241161159, -86.76112380000001]",2020-10-13,1.0,0,0,0.0,0.0
224937,37206.0,36.17725136161295,-86.75308552822901,"(36.177251361612946, -86.75308552822901)",POINT (-86.75308552822901 36.17725136161295),"[36.17725136161295, -86.75308552822901]",2020-10-28,1.0,0,0,0.0,0.0
227205,37206.0,36.18140918885776,-86.75499431526356,"(36.181409188857764, -86.75499431526357)",POINT (-86.75499431526356 36.18140918885776),"[36.18140918885776, -86.75499431526356]",2020-10-17,1.0,0,0,0.0,0.0
227448,37206.0,36.1636811,-86.76037439999998,"(36.1636811, -86.76037439999999)",POINT (-86.76037439999998 36.1636811),"[36.1636811, -86.76037439999998]",2020-09-28,1.0,0,0,0.0,0.0
227880,37206.0,36.1956505,-86.74305729999998,"(36.1956505, -86.74305729999999)",POINT (-86.74305729999998 36.1956505),"[36.1956505, -86.74305729999998]",2020-10-17,1.0,0,0,0.0,0.0
228044,37206.0,36.1966617,-86.74223570000001,"(36.1966617, -86.7422357)",POINT (-86.74223570000001 36.1966617),"[36.1966617, -86.74223570000001]",2020-10-30,1.0,0,0,0.0,0.0
228676,37206.0,36.1739489,-86.74593929999997,"(36.1739489, -86.74593929999999)",POINT (-86.74593929999997 36.1739489),"[36.1739489, -86.74593929999997]",2020-10-31,1.0,0,0,0.0,0.0
229383,37206.0,36.182201011615035,-86.73549899999998,"(36.18220101161504, -86.73549899999999)",POINT (-86.73549899999998 36.18220101161504),"[36.182201011615035, -86.73549899999998]",2020-10-16,1.0,0,0,0.0,0.0
229476,37206.0,36.1966617,-86.74223570000001,"(36.1966617, -86.7422357)",POINT (-86.74223570000001 36.1966617),"[36.1966617, -86.74223570000001]",2020-10-30,1.0,0,0,0.0,0.0
229797,37206.0,36.1660946,-86.75872489999998,"(36.1660946, -86.75872489999999)",POINT (-86.75872489999998 36.1660946),"[36.1660946, -86.75872489999998]",2020-10-13,1.0,0,0,0.0,0.0
231195,37206.0,36.174082399999996,-86.76112380000001,"(36.1740824, -86.7611238)",POINT (-86.76112380000001 36.1740824),"[36.174082399999996, -86.76112380000001]",2020-10-15,1.0,0,0,0.0,0.0
231210,37206.0,36.1843814,-86.7470589,"(36.1843814, -86.7470589)",POINT (-86.7470589 36.1843814),"[36.1843814, -86.7470589]",2020-10-08,1.0,0,0,0.0,0.0
232617,37206.0,36.18438,-86.74706,"(36.18438, -86.74706)",POINT (-86.74706 36.18438),"[36.18438, -86.74706]",2020-10-09,1.0,0,0,0.0,0.0
232790,37206.0,36.16755,-86.76357,"(36.16755, -86.76357)",POINT (-86.76357 36.16755),"[36.16755, -86.76357]",2020-10-20,1.0,0,0,0.0,0.0
233355,37206.0,36.16755,-86.76357,"(36.16755, -86.76357)",POINT (-86.76357 36.16755),"[36.16755, -86.76357]",2020-10-20,1.0,0,0,0.0,0.0
233469,37206.0,36.182834132413774,-86.74741018563509,"(36.182834132413774, -86.74741018563509)",POINT (-86.74741018563509 36.18283413241377),"[36.182834132413774, -86.74741018563509]",2020-10-25,1.0,0,0,0.0,0.0
234275,37206.0,36.174152561611635,-86.75166390000001,"(36.17415256161163, -86.7516639)",POINT (-86.75166390000001 36.17415256161163),"[36.174152561611635, -86.75166390000001]",2020-10-16,1.0,0,0,0.0,0.0
234501,37206.0,36.17408299999999,-86.76112189999998,"(36.17408299999999, -86.76112189999999)",POINT (-86.76112189999998 36.17408299999999),"[36.17408299999999, -86.76112189999998]",2020-10-15,1.0,0,0,0.0,0.0
234533,37206.0,36.1932646,-86.74350659999998,"(36.1932646, -86.74350659999999)",POINT (-86.74350659999998 36.1932646),"[36.1932646, -86.74350659999998]",2020-10-21,1.0,0,0,0.0,0.0
234980,37206.0,36.1758602,-86.75628979999998,"(36.1758602, -86.75628979999999)",POINT (-86.75628979999998 36.1758602),"[36.1758602, -86.75628979999998]",2020-10-20,1.0,0,0,0.0,0.0
235082,37206.0,36.19218895237907,-86.73970621079206,"(36.19218895237907, -86.73970621079206)",POINT (-86.73970621079206 36.19218895237907),"[36.19218895237907, -86.73970621079206]",2020-10-20,1.0,0,0,0.0,0.0
235359,37206.0,36.168561661609246,-86.73748309999999,"(36.16856166160924, -86.7374831)",POINT (-86.73748309999999 36.16856166160925),"[36.168561661609246, -86.73748309999999]",2020-10-24,1.0,0,0,0.0,0.0
235420,37206.0,36.1803602,-86.74955340000001,"(36.1803602, -86.7495534)",POINT (-86.74955340000001 36.1803602),"[36.1803602, -86.74955340000001]",2020-10-23,1.0,0,0,0.0,0.0
237012,37206.0,36.172336200000004,-86.7481981,"(36.1723362, -86.7481981)",POINT (-86.7481981 36.1723362),"[36.172336200000004, -86.7481981]",2020-10-31,1.0,0,0,0.0,0.0
237083,37206.0,36.19557721162078,-86.74304120674591,"(36.19557721162078, -86.7430412067459)",POINT (-86.74304120674591 36.19557721162078),"[36.19557721162078, -86.74304120674591]",2020-10-22,1.0,0,0,0.0,0.0
237245,37206.0,36.174082399999996,-86.76112380000001,"(36.1740824, -86.7611238)",POINT (-86.76112380000001 36.1740824),"[36.174082399999996, -86.76112380000001]",2020-10-21,1.0,0,0,0.0,0.0
243962,37206.0,36.196261861621046,-86.74574365,"(36.19626186162105, -86.74574365)",POINT (-86.74574364999999 36.19626186162105),"[36.196261861621046, -86.74574365]",2020-11-02,1.0,0,0,0.0,0.0
248777,37206.0,36.186794,-86.7360719,"(36.186794, -86.7360719)",POINT (-86.7360719 36.186794),"[36.186794, -86.7360719]",2020-11-02,1.0,0,0,0.0,0.0
277096,37206.0,36.1827764616153,-86.73266344999998,"(36.1827764616153, -86.73266344999999)",POINT (-86.73266344999998 36.1827764616153),"[36.1827764616153, -86.73266344999998]",2020-11-11,1.0,0,0,0.0,0.0
305751,37206.0,36.1958952,-86.74218069999998,"(36.1958952, -86.74218069999999)",POINT (-86.74218069999998 36.1958952),"[36.1958952, -86.74218069999998]",2020-11-12,1.0,0,0,0.0,0.0
313892,37206.0,36.189,-86.74575,"(36.189, -86.74575)",POINT (-86.74575 36.189),"[36.189, -86.74575]",2020-11-12,1.0,0,0,0.0,0.0
110,37013.0,36.039608,-86.646541,"(36.039608, -86.646541)",POINT (-86.646541 36.039608),"[36.039608, -86.646541]",2020-04-10,1.0,0,0,0.0,0.0
118,37013.0,36.048181899999996,-86.64844740000001,"(36.0481819, -86.6484474)",POINT (-86.64844740000001 36.0481819),"[36.048181899999996, -86.64844740000001]",2020-04-04,1.0,0,0,0.0,0.0
471,37013.0,36.07739229999999,-86.5996043,"(36.0773923, -86.5996043)",POINT (-86.5996043 36.07739229999999),"[36.07739229999999, -86.5996043]",2020-04-05,1.0,0,0,0.0,0.0
634,37013.0,36.0774565,-86.65536920000001,"(36.0774565, -86.6553692)",POINT (-86.65536920000001 36.0774565),"[36.0774565, -86.65536920000001]",2020-04-17,1.0,0,0,0.0,0.0
951,37013.0,36.066984087953436,-86.67327728122473,"(36.06698408795344, -86.67327728122473)",POINT (-86.67327728122473 36.06698408795344),"[36.066984087953436, -86.67327728122473]",2020-04-04,1.0,0,0,0.0,0.0
1057,37013.0,36.04927788546219,-86.6572381538722,"(36.04927788546219, -86.6572381538722)",POINT (-86.6572381538722 36.04927788546219),"[36.04927788546219, -86.6572381538722]",2020-04-05,1.0,0,0,0.0,0.0
1086,37013.0,36.0419028,-86.64921700000001,"(36.0419028, -86.649217)",POINT (-86.64921700000001 36.0419028),"[36.0419028, -86.64921700000001]",2020-04-05,1.0,0,0,0.0,0.0
1402,37013.0,36.02759551038736,-86.66273975241032,"(36.02759551038735, -86.66273975241032)",POINT (-86.66273975241032 36.02759551038736),"[36.02759551038736, -86.66273975241032]",2020-04-05,1.0,0,0,0.0,0.0
1657,37013.0,36.0463665,-86.6747213,"(36.0463665, -86.6747213)",POINT (-86.6747213 36.0463665),"[36.0463665, -86.6747213]",2020-07-14,1.0,0,0,0.0,0.0
1854,37013.0,36.068000000000005,-86.6813,"(36.068, -86.6813)",POINT (-86.68129999999999 36.068),"[36.068000000000005, -86.6813]",2020-05-18,1.0,0,0,0.0,0.0
2068,37013.0,36.07295739186557,-86.68745799224878,"(36.072957391865565, -86.68745799224878)",POINT (-86.68745799224878 36.07295739186557),"[36.07295739186557, -86.68745799224878]",2020-04-05,1.0,0,0,0.0,0.0
2640,37013.0,36.05135519179967,-86.65615909325409,"(36.05135519179967, -86.65615909325409)",POINT (-86.65615909325409 36.05135519179967),"[36.05135519179967, -86.65615909325409]",2020-04-05,1.0,0,0,0.0,0.0
2965,37013.0,36.050339163325575,-86.64910992793638,"(36.05033916332557, -86.64910992793638)",POINT (-86.64910992793638 36.05033916332557),"[36.050339163325575, -86.64910992793638]",2020-04-10,1.0,0,0,0.0,0.0
3181,37013.0,36.06872991156683,-86.68381040674593,"(36.06872991156683, -86.68381040674592)",POINT (-86.68381040674593 36.06872991156683),"[36.06872991156683, -86.68381040674593]",2020-07-04,1.0,0,0,0.0,0.0
3182,37013.0,36.0785,-86.68271,"(36.0785, -86.68271)",POINT (-86.68271 36.0785),"[36.0785, -86.68271]",2020-04-10,1.0,0,0,0.0,0.0
3214,37013.0,36.027361,-86.6075,"(36.027361, -86.6075)",POINT (-86.6075 36.027361),"[36.027361, -86.6075]",2020-04-10,1.0,0,0,0.0,0.0
3279,37013.0,36.0548765,-86.58393559999998,"(36.0548765, -86.58393559999999)",POINT (-86.58393559999998 36.0548765),"[36.0548765, -86.58393559999998]",2020-04-17,1.0,0,0,0.0,0.0
3491,37013.0,36.05595799946037,-86.6728541725443,"(36.05595799946037, -86.67285417254432)",POINT (-86.67285417254431 36.05595799946037),"[36.05595799946037, -86.6728541725443]",2020-04-05,1.0,0,0,0.0,0.0
3532,37013.0,36.07137,-86.68916999999999,"(36.07137, -86.68917)",POINT (-86.68916999999999 36.07137),"[36.07137, -86.68916999999999]",2020-04-10,1.0,0,0,0.0,0.0
4238,37013.0,36.06929,-86.63252,"(36.06929, -86.63252)",POINT (-86.63252 36.06929),"[36.06929, -86.63252]",2020-06-16,1.0,0,0,0.0,0.0
5016,37013.0,36.07072750515505,-86.68057054281235,"(36.07072750515505, -86.68057054281235)",POINT (-86.68057054281235 36.07072750515505),"[36.07072750515505, -86.68057054281235]",2020-04-04,1.0,0,0,0.0,0.0
5540,37013.0,36.069311607032496,-86.68347397430166,"(36.06931160703249, -86.68347397430166)",POINT (-86.68347397430166 36.0693116070325),"[36.069311607032496, -86.68347397430166]",2020-05-10,1.0,0,0,0.0,0.0
5568,37013.0,36.040905811555106,-86.66217440674593,"(36.040905811555106, -86.66217440674592)",POINT (-86.66217440674593 36.04090581155511),"[36.040905811555106, -86.66217440674593]",2020-04-05,1.0,0,0,0.0,0.0
5613,37013.0,36.04806711155807,-86.65360739325409,"(36.04806711155807, -86.6536073932541)",POINT (-86.65360739325409 36.04806711155807),"[36.04806711155807, -86.65360739325409]",2020-04-04,1.0,0,0,0.0,0.0
6319,37013.0,36.07137,-86.68916999999999,"(36.07137, -86.68917)",POINT (-86.68916999999999 36.07137),"[36.07137, -86.68916999999999]",2020-04-10,1.0,0,0,0.0,0.0
6617,37013.0,36.07149712336968,-86.68829479986114,"(36.07149712336968, -86.68829479986114)",POINT (-86.68829479986114 36.07149712336968),"[36.07149712336968, -86.68829479986114]",2020-04-10,1.0,0,0,0.0,0.0
7655,37013.0,36.06430170000001,-86.63128669999998,"(36.0643017, -86.63128669999999)",POINT (-86.63128669999998 36.06430170000001),"[36.06430170000001, -86.63128669999998]",2020-04-06,1.0,0,0,0.0,0.0
7996,37013.0,36.04675479999999,-86.67702059999998,"(36.04675479999999, -86.67702059999999)",POINT (-86.67702059999998 36.04675479999999),"[36.04675479999999, -86.67702059999998]",2020-06-16,1.0,0,0,0.0,0.0
8091,37013.0,36.06854570000001,-86.6838975,"(36.0685457, -86.6838975)",POINT (-86.6838975 36.06854570000001),"[36.06854570000001, -86.6838975]",2020-08-04,1.0,0,0,0.0,0.0
8092,37013.0,36.078439411570976,-86.68272489325409,"(36.07843941157098, -86.68272489325409)",POINT (-86.68272489325409 36.07843941157098),"[36.078439411570976, -86.68272489325409]",2020-04-22,1.0,0,0,0.0,0.0
8403,37013.0,36.063776361564734,-86.63117909325409,"(36.063776361564734, -86.63117909325409)",POINT (-86.63117909325409 36.06377636156473),"[36.063776361564734, -86.63117909325409]",2020-05-18,1.0,0,0,0.0,0.0
8898,37013.0,36.0785,-86.68271,"(36.0785, -86.68271)",POINT (-86.68271 36.0785),"[36.0785, -86.68271]",2020-04-22,1.0,0,0,0.0,0.0
8899,37013.0,36.0785,-86.68271,"(36.0785, -86.68271)",POINT (-86.68271 36.0785),"[36.0785, -86.68271]",2020-04-22,1.0,0,0,0.0,0.0
9825,37013.0,36.018809999999995,-86.62402,"(36.01881, -86.62402)",POINT (-86.62402 36.01880999999999),"[36.018809999999995, -86.62402]",2020-04-28,1.0,0,0,0.0,0.0
10268,37013.0,35.99015121153354,-86.62277499999998,"(35.99015121153354, -86.62277499999999)",POINT (-86.62277499999998 35.99015121153354),"[35.99015121153354, -86.62277499999998]",2020-07-04,1.0,0,0,0.0,0.0
10346,37013.0,36.0785,-86.68271,"(36.0785, -86.68271)",POINT (-86.68271 36.0785),"[36.0785, -86.68271]",2020-04-06,1.0,0,0,0.0,0.0
10415,37013.0,36.05338,-86.64929000000001,"(36.05338, -86.64929)",POINT (-86.64929000000001 36.05338),"[36.05338, -86.64929000000001]",2020-04-28,1.0,0,0,0.0,0.0
10416,37013.0,36.0557025,-86.6729112,"(36.0557025, -86.6729112)",POINT (-86.6729112 36.0557025),"[36.0557025, -86.6729112]",2020-04-06,1.0,0,0,0.0,0.0
10875,37013.0,36.045496019877035,-86.65042076065315,"(36.04549601987704, -86.65042076065315)",POINT (-86.65042076065315 36.04549601987704),"[36.045496019877035, -86.65042076065315]",2020-04-06,1.0,0,0,0.0,0.0
11512,37013.0,36.0774565,-86.65536920000001,"(36.0774565, -86.6553692)",POINT (-86.65536920000001 36.0774565),"[36.0774565, -86.65536920000001]",2020-04-17,1.0,0,0,0.0,0.0
12313,37013.0,36.083420000000004,-86.68904,"(36.08342, -86.68904)",POINT (-86.68904000000001 36.08342),"[36.083420000000004, -86.68904]",2020-04-01,1.0,0,0,0.0,0.0
13208,37013.0,36.05997,-86.67211999999999,"(36.05997, -86.67212)",POINT (-86.67211999999999 36.05997),"[36.05997, -86.67211999999999]",2020-04-06,1.0,0,0,0.0,0.0
14135,37013.0,36.0562,-86.70051,"(36.0562, -86.70051)",POINT (-86.70050999999999 36.0562),"[36.0562, -86.70051]",2020-07-24,1.0,0,0,0.0,0.0
14177,37013.0,36.05338,-86.64929000000001,"(36.05338, -86.64929)",POINT (-86.64929000000001 36.05338),"[36.05338, -86.64929000000001]",2020-04-22,1.0,0,0,0.0,0.0
14609,37013.0,36.027533825984285,-86.66827859580998,"(36.02753382598429, -86.66827859580997)",POINT (-86.66827859580998 36.02753382598429),"[36.027533825984285, -86.66827859580998]",2020-04-07,1.0,0,0,0.0,0.0
15855,37013.0,36.048687411558355,-86.65680260674591,"(36.04868741155835, -86.65680260674591)",POINT (-86.65680260674591 36.04868741155835),"[36.048687411558355, -86.65680260674591]",2020-04-06,1.0,0,0,0.0,0.0
16103,37013.0,36.0585864,-86.5977286,"(36.0585864, -86.5977286)",POINT (-86.5977286 36.0585864),"[36.0585864, -86.5977286]",2020-07-27,1.0,0,0,0.0,0.0
16121,37013.0,36.046423,-86.6645066,"(36.046423, -86.6645066)",POINT (-86.6645066 36.046423),"[36.046423, -86.6645066]",2020-05-04,1.0,0,0,0.0,0.0
16139,37013.0,36.0476418954321,-86.65751132883604,"(36.0476418954321, -86.65751132883605)",POINT (-86.65751132883604 36.0476418954321),"[36.0476418954321, -86.65751132883604]",2020-04-06,1.0,0,0,0.0,0.0
16192,37013.0,36.07918616157127,-86.68304539325409,"(36.07918616157127, -86.68304539325409)",POINT (-86.68304539325409 36.07918616157127),"[36.07918616157127, -86.68304539325409]",2020-04-11,1.0,0,0,0.0,0.0
16367,37013.0,36.06941130000001,-86.68152900000003,"(36.06941130000001, -86.68152900000001)",POINT (-86.68152900000003 36.06941130000001),"[36.06941130000001, -86.68152900000003]",2020-04-11,1.0,0,0,0.0,0.0
16457,37013.0,36.070250200000004,-86.63756550000001,"(36.0702502, -86.6375655)",POINT (-86.63756550000001 36.0702502),"[36.070250200000004, -86.63756550000001]",2020-04-06,1.0,0,0,0.0,0.0
17096,37013.0,36.06504,-86.68576999999999,"(36.06504, -86.68577)",POINT (-86.68576999999999 36.06504),"[36.06504, -86.68576999999999]",2020-04-29,1.0,0,0,0.0,0.0
17229,37013.0,36.078294899999996,-86.6457059,"(36.0782949, -86.6457059)",POINT (-86.6457059 36.0782949),"[36.078294899999996, -86.6457059]",2020-04-06,1.0,0,0,0.0,0.0
17485,37013.0,36.08345959063645,-86.58329716034352,"(36.083459590636444, -86.58329716034352)",POINT (-86.58329716034352 36.08345959063645),"[36.08345959063645, -86.58329716034352]",2020-04-12,1.0,0,0,0.0,0.0
17799,37013.0,36.01948003194054,-86.62430460649739,"(36.01948003194054, -86.62430460649738)",POINT (-86.62430460649739 36.01948003194054),"[36.01948003194054, -86.62430460649739]",2020-04-01,1.0,0,0,0.0,0.0
17902,37013.0,36.06420600000001,-86.676255,"(36.064206000000006, -86.676255)",POINT (-86.676255 36.06420600000001),"[36.06420600000001, -86.676255]",2020-04-01,1.0,0,0,0.0,0.0
17940,37013.0,36.0862844,-86.60462,"(36.0862844, -86.60462)",POINT (-86.60462 36.0862844),"[36.0862844, -86.60462]",2020-08-05,1.0,0,0,0.0,0.0
18292,37013.0,36.048329230019505,-86.65731448239927,"(36.048329230019505, -86.65731448239927)",POINT (-86.65731448239927 36.0483292300195),"[36.048329230019505, -86.65731448239927]",2020-04-02,1.0,0,0,0.0,0.0
18343,37013.0,36.04811,-86.65359000000001,"(36.04811, -86.65359)",POINT (-86.65359000000001 36.04811),"[36.04811, -86.65359000000001]",2020-04-17,1.0,0,0,0.0,0.0
18515,37013.0,36.068920799999994,-86.68132879999999,"(36.06892079999999, -86.6813288)",POINT (-86.68132879999999 36.06892079999999),"[36.068920799999994, -86.68132879999999]",2020-06-13,1.0,0,0,0.0,0.0
18622,37013.0,36.0291,-86.59059,"(36.0291, -86.59059)",POINT (-86.59059000000001 36.0291),"[36.0291, -86.59059]",2020-08-04,1.0,0,0,0.0,0.0
19408,37013.0,36.053383000000004,-86.6492928,"(36.053383, -86.6492928)",POINT (-86.6492928 36.053383),"[36.053383000000004, -86.6492928]",2020-06-01,1.0,0,0,0.0,0.0
19740,37013.0,36.071366299999994,-86.68916920000001,"(36.0713663, -86.6891692)",POINT (-86.68916920000001 36.07136629999999),"[36.071366299999994, -86.68916920000001]",2020-04-07,1.0,0,0,0.0,0.0
20025,37013.0,36.068858399999996,-86.6832395,"(36.0688584, -86.6832395)",POINT (-86.6832395 36.0688584),"[36.068858399999996, -86.6832395]",2020-05-11,1.0,0,0,0.0,0.0
