,zip,Latitude,Longitude,Mapped Location,geometry,latlong,Date,Is Violation,Cluster Name,Facility Type,# Cases,Is Cluster
124455,37209.0,36.13359799999999,-86.91771700000001,"(36.13359799999999, -86.917717)",POINT (-86.91771700000001 36.13359799999999),"[36.13359799999999, -86.91771700000001]",2020-07-12,1.0,0,0,0.0,0.0
124506,37209.0,36.138978211596644,-86.88175824999998,"(36.13897821159665, -86.88175824999998)",POINT (-86.88175824999998 36.13897821159664),"[36.138978211596644, -86.88175824999998]",2020-07-08,1.0,0,0,0.0,0.0
124665,37209.0,36.135060111595,-86.89143370674589,"(36.135060111595, -86.89143370674589)",POINT (-86.89143370674589 36.135060111595),"[36.135060111595, -86.89143370674589]",2020-07-13,1.0,0,0,0.0,0.0
124737,37209.0,36.17309,-86.87889,"(36.17309, -86.87889)",POINT (-86.87889 36.17309),"[36.17309, -86.87889]",2020-07-08,1.0,0,0,0.0,0.0
124864,37209.0,36.140176200000006,-86.88294959999999,"(36.1401762, -86.8829496)",POINT (-86.88294959999999 36.14017620000001),"[36.140176200000006, -86.88294959999999]",2020-07-08,1.0,0,0,0.0,0.0
125436,37209.0,36.148724,-86.8604389,"(36.148724, -86.8604389)",POINT (-86.86043890000001 36.148724),"[36.148724, -86.8604389]",2020-07-09,1.0,0,0,0.0,0.0
125487,37209.0,36.13359799999999,-86.91771700000001,"(36.13359799999999, -86.917717)",POINT (-86.91771700000001 36.13359799999999),"[36.13359799999999, -86.91771700000001]",2020-07-08,1.0,0,0,0.0,0.0
125529,37209.0,36.152190000000004,-86.84221,"(36.15219, -86.84221)",POINT (-86.84220999999999 36.15219),"[36.152190000000004, -86.84221]",2020-07-07,1.0,0,0,0.0,0.0
125765,37209.0,36.1810272,-86.8728416,"(36.1810272, -86.8728416)",POINT (-86.8728416 36.1810272),"[36.1810272, -86.8728416]",2020-07-08,1.0,0,0,0.0,0.0
125848,37209.0,36.1459195,-86.8308787,"(36.1459195, -86.8308787)",POINT (-86.8308787 36.1459195),"[36.1459195, -86.8308787]",2020-07-07,1.0,0,0,0.0,0.0
125864,37209.0,36.13359799999999,-86.91771700000001,"(36.13359799999999, -86.917717)",POINT (-86.91771700000001 36.13359799999999),"[36.13359799999999, -86.91771700000001]",2020-07-07,1.0,0,0,0.0,0.0
125907,37209.0,36.143712,-86.874297,"(36.143712, -86.874297)",POINT (-86.874297 36.143712),"[36.143712, -86.874297]",2020-07-08,1.0,0,0,0.0,0.0
126009,37209.0,36.163320399999996,-86.85126770000001,"(36.1633204, -86.8512677)",POINT (-86.85126770000001 36.1633204),"[36.163320399999996, -86.85126770000001]",2020-09-03,1.0,0,0,0.0,0.0
126142,37209.0,36.141467999999996,-86.8411407,"(36.141468, -86.8411407)",POINT (-86.8411407 36.141468),"[36.141467999999996, -86.8411407]",2020-07-21,1.0,0,0,0.0,0.0
126739,37209.0,36.1532108,-86.8326816,"(36.1532108, -86.8326816)",POINT (-86.8326816 36.1532108),"[36.1532108, -86.8326816]",2020-07-18,1.0,0,0,0.0,0.0
127837,37209.0,36.13455301159478,-86.89672640674593,"(36.13455301159478, -86.89672640674593)",POINT (-86.89672640674593 36.13455301159478),"[36.13455301159478, -86.89672640674593]",2020-07-22,1.0,0,0,0.0,0.0
127861,37209.0,36.141529999999996,-86.84204,"(36.14153, -86.84204)",POINT (-86.84204 36.14153),"[36.141529999999996, -86.84204]",2020-07-08,1.0,0,0,0.0,0.0
127944,37209.0,36.1283,-86.90799,"(36.1283, -86.90799)",POINT (-86.90799 36.1283),"[36.1283, -86.90799]",2020-11-08,1.0,0,0,0.0,0.0
129336,37209.0,36.1717141,-86.86516809999998,"(36.1717141, -86.86516809999999)",POINT (-86.86516809999998 36.1717141),"[36.1717141, -86.86516809999998]",2020-07-30,1.0,0,0,0.0,0.0
129847,37209.0,36.12908331159246,-86.90141349325407,"(36.12908331159246, -86.90141349325407)",POINT (-86.90141349325407 36.12908331159246),"[36.12908331159246, -86.90141349325407]",2020-07-29,1.0,0,0,0.0,0.0
130386,37209.0,36.1290781,-86.90139740000001,"(36.1290781, -86.9013974)",POINT (-86.90139740000001 36.1290781),"[36.1290781, -86.90139740000001]",2020-07-13,1.0,0,0,0.0,0.0
130776,37209.0,36.171567399999994,-86.86739890000001,"(36.17156739999999, -86.8673989)",POINT (-86.86739890000001 36.17156739999999),"[36.171567399999994, -86.86739890000001]",2020-07-13,1.0,0,0,0.0,0.0
131060,37209.0,36.1289,-86.90612,"(36.1289, -86.90612)",POINT (-86.90612 36.1289),"[36.1289, -86.90612]",2020-07-13,1.0,0,0,0.0,0.0
131236,37209.0,36.1288967,-86.90612409999999,"(36.1288967, -86.9061241)",POINT (-86.90612409999999 36.1288967),"[36.1288967, -86.90612409999999]",2020-07-13,1.0,0,0,0.0,0.0
131497,37209.0,36.1432566,-86.8746053,"(36.1432566, -86.8746053)",POINT (-86.8746053 36.1432566),"[36.1432566, -86.8746053]",2020-07-19,1.0,0,0,0.0,0.0
131865,37209.0,36.1083423,-86.92301009999998,"(36.1083423, -86.9230101)",POINT (-86.92301009999998 36.1083423),"[36.1083423, -86.92301009999998]",2020-07-19,1.0,0,0,0.0,0.0
131866,37209.0,36.1523544,-86.84464820000001,"(36.1523544, -86.8446482)",POINT (-86.84464820000001 36.1523544),"[36.1523544, -86.84464820000001]",2020-07-19,1.0,0,0,0.0,0.0
131888,37209.0,36.15009300000001,-86.8604536,"(36.15009300000001, -86.8604536)",POINT (-86.8604536 36.15009300000001),"[36.15009300000001, -86.8604536]",2020-07-19,1.0,0,0,0.0,0.0
132054,37209.0,36.14407,-86.8724,"(36.14407, -86.8724)",POINT (-86.8724 36.14407),"[36.14407, -86.8724]",2020-08-13,1.0,0,0,0.0,0.0
132443,37209.0,36.14905111160096,-86.86048129325407,"(36.14905111160096, -86.86048129325408)",POINT (-86.86048129325407 36.14905111160096),"[36.14905111160096, -86.86048129325407]",2020-07-14,1.0,0,0,0.0,0.0
132882,37209.0,36.152444200000005,-86.8445829,"(36.1524442, -86.8445829)",POINT (-86.84458290000001 36.15244420000001),"[36.152444200000005, -86.8445829]",2020-07-13,1.0,0,0,0.0,0.0
132941,37209.0,36.13322081159423,-86.90634659999998,"(36.13322081159423, -86.90634659999999)",POINT (-86.90634659999998 36.13322081159423),"[36.13322081159423, -86.90634659999998]",2020-07-14,1.0,0,0,0.0,0.0
133011,37209.0,36.1385,-86.88221,"(36.1385, -86.88221)",POINT (-86.88221 36.1385),"[36.1385, -86.88221]",2020-07-14,1.0,0,0,0.0,0.0
133184,37209.0,36.1529,-86.83689,"(36.1529, -86.83689)",POINT (-86.83689 36.1529),"[36.1529, -86.83689]",2020-07-14,1.0,0,0,0.0,0.0
133327,37209.0,36.1392719,-86.88529240000001,"(36.1392719, -86.8852924)",POINT (-86.88529240000001 36.1392719),"[36.1392719, -86.88529240000001]",2020-07-14,1.0,0,0,0.0,0.0
133475,37209.0,36.1526023,-86.82434920000001,"(36.1526023, -86.8243492)",POINT (-86.82434920000001 36.1526023),"[36.1526023, -86.82434920000001]",2020-10-04,1.0,0,0,0.0,0.0
134046,37209.0,36.171567399999994,-86.86739890000001,"(36.17156739999999, -86.8673989)",POINT (-86.86739890000001 36.17156739999999),"[36.171567399999994, -86.86739890000001]",2020-07-14,1.0,0,0,0.0,0.0
134809,37209.0,36.14886971160089,-86.86168929325409,"(36.14886971160089, -86.86168929325409)",POINT (-86.86168929325409 36.14886971160089),"[36.14886971160089, -86.86168929325409]",2020-10-04,1.0,0,0,0.0,0.0
135508,37209.0,36.1520685,-86.85146399999998,"(36.1520685, -86.85146399999999)",POINT (-86.85146399999998 36.1520685),"[36.1520685, -86.85146399999998]",2020-07-14,1.0,0,0,0.0,0.0
135594,37209.0,36.13455301159478,-86.89672640674593,"(36.13455301159478, -86.89672640674593)",POINT (-86.89672640674593 36.13455301159478),"[36.13455301159478, -86.89672640674593]",2020-07-15,1.0,0,0,0.0,0.0
135648,37209.0,36.13359799999999,-86.91771700000001,"(36.13359799999999, -86.917717)",POINT (-86.91771700000001 36.13359799999999),"[36.13359799999999, -86.91771700000001]",2020-07-24,1.0,0,0,0.0,0.0
135667,37209.0,36.15228479999999,-86.83404490000001,"(36.15228479999999, -86.8340449)",POINT (-86.83404490000001 36.15228479999999),"[36.15228479999999, -86.83404490000001]",2020-07-15,1.0,0,0,0.0,0.0
135843,37209.0,36.17715020000001,-86.87824040000001,"(36.1771502, -86.8782404)",POINT (-86.87824040000001 36.17715020000001),"[36.17715020000001, -86.87824040000001]",2020-07-15,1.0,0,0,0.0,0.0
136134,37209.0,36.152444200000005,-86.8445829,"(36.1524442, -86.8445829)",POINT (-86.84458290000001 36.15244420000001),"[36.152444200000005, -86.8445829]",2020-08-13,1.0,0,0,0.0,0.0
136320,37209.0,36.13359799999999,-86.91771700000001,"(36.13359799999999, -86.917717)",POINT (-86.91771700000001 36.13359799999999),"[36.13359799999999, -86.91771700000001]",2020-07-14,1.0,0,0,0.0,0.0
136594,37209.0,36.10834150110252,-86.92297109096322,"(36.10834150110252, -86.9229710909632)",POINT (-86.92297109096322 36.10834150110252),"[36.10834150110252, -86.92297109096322]",2020-07-15,1.0,0,0,0.0,0.0
136687,37209.0,36.15049511160159,-86.82137039999998,"(36.150495111601586, -86.82137039999999)",POINT (-86.82137039999998 36.15049511160159),"[36.15049511160159, -86.82137039999998]",2020-07-23,1.0,0,0,0.0,0.0
136716,37209.0,36.1415857,-86.8411323,"(36.1415857, -86.8411323)",POINT (-86.8411323 36.1415857),"[36.1415857, -86.8411323]",2020-07-22,1.0,0,0,0.0,0.0
136915,37209.0,36.1372845,-86.88325119999998,"(36.1372845, -86.88325119999999)",POINT (-86.88325119999998 36.1372845),"[36.1372845, -86.88325119999998]",2020-07-15,1.0,0,0,0.0,0.0
137361,37209.0,36.1532108,-86.8326816,"(36.1532108, -86.8326816)",POINT (-86.8326816 36.1532108),"[36.1532108, -86.8326816]",2020-07-22,1.0,0,0,0.0,0.0
137941,37209.0,36.1296805,-86.9049955,"(36.1296805, -86.9049955)",POINT (-86.9049955 36.1296805),"[36.1296805, -86.9049955]",2020-07-20,1.0,0,0,0.0,0.0
138238,37209.0,36.151621,-86.85419,"(36.151621, -86.85419)",POINT (-86.85419 36.151621),"[36.151621, -86.85419]",2020-07-20,1.0,0,0,0.0,0.0
138887,37209.0,36.1288967,-86.90612409999999,"(36.1288967, -86.9061241)",POINT (-86.90612409999999 36.1288967),"[36.1288967, -86.90612409999999]",2020-07-20,1.0,0,0,0.0,0.0
138903,37209.0,36.15474489999999,-86.8177193,"(36.15474489999999, -86.8177193)",POINT (-86.81771929999999 36.15474489999999),"[36.15474489999999, -86.8177193]",2020-07-19,1.0,0,0,0.0,0.0
138955,37209.0,36.141467999999996,-86.8411407,"(36.141468, -86.8411407)",POINT (-86.8411407 36.141468),"[36.141467999999996, -86.8411407]",2020-07-20,1.0,0,0,0.0,0.0
139059,37209.0,36.1351326,-86.8923319,"(36.1351326, -86.8923319)",POINT (-86.8923319 36.1351326),"[36.1351326, -86.8923319]",2020-07-20,1.0,0,0,0.0,0.0
139497,37209.0,36.157976261604745,-86.83013660674592,"(36.157976261604745, -86.83013660674592)",POINT (-86.83013660674592 36.15797626160474),"[36.157976261604745, -86.83013660674592]",2020-07-20,1.0,0,0,0.0,0.0
139559,37209.0,36.13359799999999,-86.91771700000001,"(36.13359799999999, -86.917717)",POINT (-86.91771700000001 36.13359799999999),"[36.13359799999999, -86.91771700000001]",2020-07-21,1.0,0,0,0.0,0.0
139585,37209.0,36.155053561603495,-86.84894680674591,"(36.15505356160349, -86.8489468067459)",POINT (-86.84894680674591 36.15505356160349),"[36.155053561603495, -86.84894680674591]",2020-07-20,1.0,0,0,0.0,0.0
139714,37209.0,36.15237546160239,-86.85362900674589,"(36.15237546160239, -86.85362900674589)",POINT (-86.85362900674589 36.15237546160239),"[36.15237546160239, -86.85362900674589]",2020-07-18,1.0,0,0,0.0,0.0
151003,37209.0,36.13681881159576,-86.89331349999998,"(36.13681881159576, -86.89331349999999)",POINT (-86.89331349999998 36.13681881159576),"[36.13681881159576, -86.89331349999998]",2020-07-23,1.0,0,0,0.0,0.0
151327,37209.0,36.14905111160096,-86.86048129325407,"(36.14905111160096, -86.86048129325408)",POINT (-86.86048129325407 36.14905111160096),"[36.14905111160096, -86.86048129325407]",2020-07-23,1.0,0,0,0.0,0.0
151650,37209.0,36.1521497,-86.82016109999998,"(36.1521497, -86.82016109999999)",POINT (-86.82016109999998 36.1521497),"[36.1521497, -86.82016109999998]",2020-07-24,1.0,0,0,0.0,0.0
152354,37209.0,36.09789429999999,-86.9257485,"(36.09789429999999, -86.9257485)",POINT (-86.9257485 36.09789429999999),"[36.09789429999999, -86.9257485]",2020-07-23,1.0,0,0,0.0,0.0
152591,37209.0,36.14146901632548,-86.88204230118866,"(36.14146901632548, -86.88204230118866)",POINT (-86.88204230118866 36.14146901632548),"[36.14146901632548, -86.88204230118866]",2020-08-09,1.0,0,0,0.0,0.0
152713,37209.0,36.15813633577083,-86.84868757062328,"(36.15813633577083, -86.84868757062328)",POINT (-86.84868757062328 36.15813633577083),"[36.15813633577083, -86.84868757062328]",2020-07-23,1.0,0,0,0.0,0.0
157519,37209.0,36.15227226160234,-86.8445989932541,"(36.15227226160234, -86.8445989932541)",POINT (-86.8445989932541 36.15227226160234),"[36.15227226160234, -86.8445989932541]",2020-08-09,1.0,0,0,0.0,0.0
158922,37209.0,36.1491943,-86.8605537,"(36.1491943, -86.8605537)",POINT (-86.8605537 36.1491943),"[36.1491943, -86.8605537]",2020-09-09,1.0,0,0,0.0,0.0
159397,37209.0,36.13042466156785,-86.90582895700834,"(36.13042466156785, -86.90582895700834)",POINT (-86.90582895700834 36.13042466156785),"[36.13042466156785, -86.90582895700834]",2020-09-25,1.0,0,0,0.0,0.0
160841,37209.0,36.14482821159915,-86.87157804999998,"(36.14482821159915, -86.87157804999998)",POINT (-86.87157804999998 36.14482821159915),"[36.14482821159915, -86.87157804999998]",2020-08-09,1.0,0,0,0.0,0.0
161384,37209.0,36.16621156160824,-86.85518939325407,"(36.16621156160824, -86.85518939325408)",POINT (-86.85518939325407 36.16621156160824),"[36.16621156160824, -86.85518939325407]",2020-08-08,1.0,0,0,0.0,0.0
162660,37209.0,36.15263906160248,-86.83257085,"(36.15263906160248, -86.83257085)",POINT (-86.83257085 36.15263906160248),"[36.15263906160248, -86.83257085]",2020-07-24,1.0,0,0,0.0,0.0
162752,37209.0,36.1444,-86.87199,"(36.1444, -86.87199)",POINT (-86.87199 36.1444),"[36.1444, -86.87199]",2020-07-24,1.0,0,0,0.0,0.0
162834,37209.0,36.16021920000001,-86.8444845,"(36.1602192, -86.8444845)",POINT (-86.84448449999999 36.16021920000001),"[36.16021920000001, -86.8444845]",2020-08-08,1.0,0,0,0.0,0.0
163159,37209.0,36.152461111602406,-86.8490598,"(36.152461111602406, -86.8490598)",POINT (-86.84905980000001 36.15246111160241),"[36.152461111602406, -86.8490598]",2020-08-18,1.0,0,0,0.0,0.0
169628,37209.0,36.143240000000006,-86.87461,"(36.14324, -86.87461)",POINT (-86.87461 36.14324000000001),"[36.143240000000006, -86.87461]",2020-03-31,1.0,0,0,0.0,0.0
169717,37209.0,36.15,-86.82094000000001,"(36.15, -86.82094)",POINT (-86.82094000000001 36.15),"[36.15, -86.82094000000001]",2020-04-05,1.0,0,0,0.0,0.0
170479,37209.0,36.153890000000004,-86.8699,"(36.15389, -86.8699)",POINT (-86.8699 36.15389),"[36.153890000000004, -86.8699]",2020-04-01,1.0,0,0,0.0,0.0
170669,37209.0,36.143679999999996,-86.87428,"(36.14368, -86.87428)",POINT (-86.87428 36.14368),"[36.143679999999996, -86.87428]",2020-04-02,1.0,0,0,0.0,0.0
172495,37209.0,36.12917336159253,-86.9073653932541,"(36.12917336159253, -86.9073653932541)",POINT (-86.9073653932541 36.12917336159253),"[36.12917336159253, -86.9073653932541]",2020-08-18,1.0,0,0,0.0,0.0
177691,37209.0,36.15135,-86.83617,"(36.15135, -86.83617)",POINT (-86.83617 36.15135),"[36.15135, -86.83617]",2020-09-30,1.0,0,0,0.0,0.0
177888,37209.0,36.128892799999996,-86.90612399999998,"(36.1288928, -86.90612399999999)",POINT (-86.90612399999998 36.1288928),"[36.128892799999996, -86.90612399999998]",2020-09-24,1.0,0,0,0.0,0.0
179067,37209.0,36.141289611597685,-86.84112460674591,"(36.141289611597685, -86.84112460674591)",POINT (-86.84112460674591 36.14128961159768),"[36.141289611597685, -86.84112460674591]",2020-07-28,1.0,0,0,0.0,0.0
179348,37209.0,36.13508,-86.88801,"(36.13508, -86.88801)",POINT (-86.88800999999999 36.13508),"[36.13508, -86.88801]",2020-07-28,1.0,0,0,0.0,0.0
179963,37209.0,36.13252560000001,-86.8953272,"(36.13252560000001, -86.8953272)",POINT (-86.8953272 36.13252560000001),"[36.13252560000001, -86.8953272]",2020-08-18,1.0,0,0,0.0,0.0
181177,37209.0,36.148906700000005,-86.86167320000001,"(36.1489067, -86.8616732)",POINT (-86.86167320000001 36.1489067),"[36.148906700000005, -86.86167320000001]",2020-10-05,1.0,0,0,0.0,0.0
182895,37209.0,36.11487,-86.92589,"(36.11487, -86.92589)",POINT (-86.92589 36.11487),"[36.11487, -86.92589]",2020-08-13,1.0,0,0,0.0,0.0
183428,37209.0,36.13322081159423,-86.90634659999998,"(36.13322081159423, -86.90634659999999)",POINT (-86.90634659999998 36.13322081159423),"[36.13322081159423, -86.90634659999998]",2020-09-20,1.0,0,0,0.0,0.0
183599,37209.0,36.162209999999995,-86.84911,"(36.16221, -86.84911)",POINT (-86.84911 36.16220999999999),"[36.162209999999995, -86.84911]",2020-09-29,1.0,0,0,0.0,0.0
184949,37209.0,36.147909999999996,-86.86629,"(36.14791, -86.86629)",POINT (-86.86629000000001 36.14791),"[36.147909999999996, -86.86629]",2020-08-13,1.0,0,0,0.0,0.0
185782,37209.0,36.15215889999999,-86.82015390000001,"(36.15215889999999, -86.8201539)",POINT (-86.82015390000001 36.15215889999999),"[36.15215889999999, -86.82015390000001]",2020-08-13,1.0,0,0,0.0,0.0
186093,37209.0,36.141467999999996,-86.8411407,"(36.141468, -86.8411407)",POINT (-86.8411407 36.141468),"[36.141467999999996, -86.8411407]",2020-08-14,1.0,0,0,0.0,0.0
186387,37209.0,36.15715300000001,-86.8394228,"(36.15715300000001, -86.8394228)",POINT (-86.83942279999999 36.15715300000001),"[36.15715300000001, -86.8394228]",2020-08-29,1.0,0,0,0.0,0.0
186420,37209.0,36.1440995,-86.8724105,"(36.1440995, -86.8724105)",POINT (-86.8724105 36.1440995),"[36.1440995, -86.8724105]",2020-08-14,1.0,0,0,0.0,0.0
186883,37209.0,36.16303069999999,-86.8521488,"(36.16303069999999, -86.8521488)",POINT (-86.85214879999999 36.16303069999999),"[36.16303069999999, -86.8521488]",2020-08-03,1.0,0,0,0.0,0.0
187701,37209.0,36.15291858149458,-86.83241386781314,"(36.152918581494575, -86.83241386781314)",POINT (-86.83241386781314 36.15291858149458),"[36.15291858149458, -86.83241386781314]",2020-08-01,1.0,0,0,0.0,0.0
187772,37209.0,36.152444200000005,-86.8445829,"(36.1524442, -86.8445829)",POINT (-86.84458290000001 36.15244420000001),"[36.152444200000005, -86.8445829]",2020-08-02,1.0,0,0,0.0,0.0
187834,37209.0,36.13359799999999,-86.91771700000001,"(36.13359799999999, -86.917717)",POINT (-86.91771700000001 36.13359799999999),"[36.13359799999999, -86.91771700000001]",2020-08-13,1.0,0,0,0.0,0.0
187971,37209.0,36.17171,-86.86516999999999,"(36.17171, -86.86517)",POINT (-86.86516999999999 36.17171),"[36.17171, -86.86516999999999]",2020-08-03,1.0,0,0,0.0,0.0
188170,37209.0,36.15009300000001,-86.8604536,"(36.15009300000001, -86.8604536)",POINT (-86.8604536 36.15009300000001),"[36.15009300000001, -86.8604536]",2020-08-03,1.0,0,0,0.0,0.0
188306,37209.0,36.14539723940247,-86.87218538207978,"(36.14539723940247, -86.87218538207978)",POINT (-86.87218538207978 36.14539723940247),"[36.14539723940247, -86.87218538207978]",2020-08-10,1.0,0,0,0.0,0.0
188363,37209.0,36.15243507244654,-86.83519114137661,"(36.15243507244655, -86.83519114137661)",POINT (-86.83519114137661 36.15243507244654),"[36.15243507244654, -86.83519114137661]",2020-08-01,1.0,0,0,0.0,0.0
188413,37209.0,36.16303069999999,-86.8521488,"(36.16303069999999, -86.8521488)",POINT (-86.85214879999999 36.16303069999999),"[36.16303069999999, -86.8521488]",2020-08-03,1.0,0,0,0.0,0.0
188453,37209.0,36.15263726160247,-86.85276015000002,"(36.152637261602464, -86.85276015000002)",POINT (-86.85276015000002 36.15263726160247),"[36.15263726160247, -86.85276015000002]",2020-08-01,1.0,0,0,0.0,0.0
188548,37209.0,36.149481560813996,-86.86098096606808,"(36.149481560814, -86.86098096606808)",POINT (-86.86098096606808 36.149481560814),"[36.149481560813996, -86.86098096606808]",2020-08-15,1.0,0,0,0.0,0.0
188597,37209.0,36.14190056159792,-86.84212270674591,"(36.141900561597915, -86.84212270674591)",POINT (-86.84212270674591 36.14190056159792),"[36.14190056159792, -86.84212270674591]",2020-08-01,1.0,0,0,0.0,0.0
188642,37209.0,36.1581677,-86.83015270000001,"(36.1581677, -86.83015270000001)",POINT (-86.83015270000001 36.1581677),"[36.1581677, -86.83015270000001]",2020-08-03,1.0,0,0,0.0,0.0
188741,37209.0,36.15833089999999,-86.839564,"(36.15833089999999, -86.839564)",POINT (-86.839564 36.15833089999999),"[36.15833089999999, -86.839564]",2020-08-02,1.0,0,0,0.0,0.0
188940,37209.0,36.13455301159478,-86.89672640674593,"(36.13455301159478, -86.89672640674593)",POINT (-86.89672640674593 36.13455301159478),"[36.13455301159478, -86.89672640674593]",2020-09-04,1.0,0,0,0.0,0.0
189041,37209.0,36.14350100000001,-86.8738443,"(36.14350100000001, -86.8738443)",POINT (-86.8738443 36.14350100000001),"[36.14350100000001, -86.8738443]",2020-08-10,1.0,0,0,0.0,0.0
189107,37209.0,36.14087487080235,-86.84295051765442,"(36.14087487080235, -86.84295051765442)",POINT (-86.84295051765442 36.14087487080235),"[36.14087487080235, -86.84295051765442]",2020-08-03,1.0,0,0,0.0,0.0
189273,37209.0,36.15252655601032,-86.83635103987464,"(36.15252655601032, -86.83635103987464)",POINT (-86.83635103987464 36.15252655601032),"[36.15252655601032, -86.83635103987464]",2020-08-01,1.0,0,0,0.0,0.0
189365,37209.0,36.15231,-86.83418,"(36.15231, -86.83418)",POINT (-86.83418 36.15231),"[36.15231, -86.83418]",2020-08-03,1.0,0,0,0.0,0.0
189379,37209.0,36.15247241160242,-86.84453479999998,"(36.152472411602425, -86.84453479999999)",POINT (-86.84453479999998 36.15247241160242),"[36.15247241160242, -86.84453479999998]",2020-08-01,1.0,0,0,0.0,0.0
189396,37209.0,36.1289687,-86.9059353,"(36.1289687, -86.9059353)",POINT (-86.9059353 36.1289687),"[36.1289687, -86.9059353]",2020-08-14,1.0,0,0,0.0,0.0
189511,37209.0,36.1405479,-86.8842032,"(36.1405479, -86.8842032)",POINT (-86.8842032 36.1405479),"[36.1405479, -86.8842032]",2020-11-08,1.0,0,0,0.0,0.0
189659,37209.0,36.1392719,-86.88529240000001,"(36.1392719, -86.8852924)",POINT (-86.88529240000001 36.1392719),"[36.1392719, -86.88529240000001]",2020-08-13,1.0,0,0,0.0,0.0
189841,37209.0,36.15834540000001,-86.8397282,"(36.15834540000001, -86.8397282)",POINT (-86.8397282 36.15834540000001),"[36.15834540000001, -86.8397282]",2020-08-02,1.0,0,0,0.0,0.0
190154,37209.0,36.13847,-86.85723999999998,"(36.13847, -86.85723999999999)",POINT (-86.85723999999998 36.13847),"[36.13847, -86.85723999999998]",2020-07-29,1.0,0,0,0.0,0.0
190769,37209.0,36.162479600000005,-86.84865010000001,"(36.1624796, -86.84865010000001)",POINT (-86.84865010000001 36.1624796),"[36.162479600000005, -86.84865010000001]",2020-07-30,1.0,0,0,0.0,0.0
190914,37209.0,36.13681881159576,-86.89331349999998,"(36.13681881159576, -86.89331349999999)",POINT (-86.89331349999998 36.13681881159576),"[36.13681881159576, -86.89331349999998]",2020-08-14,1.0,0,0,0.0,0.0
191014,37209.0,36.134334100000004,-86.89964239999998,"(36.1343341, -86.89964239999999)",POINT (-86.89964239999998 36.1343341),"[36.134334100000004, -86.89964239999998]",2020-08-14,1.0,0,0,0.0,0.0
191278,37209.0,36.1504,-86.85880999999999,"(36.1504, -86.85881)",POINT (-86.85880999999999 36.1504),"[36.1504, -86.85880999999999]",2020-07-30,1.0,0,0,0.0,0.0
191348,37209.0,36.1347216,-86.93023640000001,"(36.1347216, -86.9302364)",POINT (-86.93023640000001 36.1347216),"[36.1347216, -86.93023640000001]",2020-07-30,1.0,0,0,0.0,0.0
191350,37209.0,36.1291466,-86.90734929999998,"(36.1291466, -86.90734929999999)",POINT (-86.90734929999998 36.1291466),"[36.1291466, -86.90734929999998]",2020-07-29,1.0,0,0,0.0,0.0
191472,37209.0,36.139,-86.88174000000001,"(36.139, -86.88174)",POINT (-86.88174000000001 36.139),"[36.139, -86.88174000000001]",2020-07-30,1.0,0,0,0.0,0.0
191483,37209.0,36.16530961160786,-86.85541625,"(36.16530961160786, -86.85541625)",POINT (-86.85541625 36.16530961160786),"[36.16530961160786, -86.85541625]",2020-08-02,1.0,0,0,0.0,0.0
191575,37209.0,36.16221019999999,-86.8491063,"(36.16221019999999, -86.8491063)",POINT (-86.8491063 36.16221019999999),"[36.16221019999999, -86.8491063]",2020-07-30,1.0,0,0,0.0,0.0
191919,37209.0,36.1344917,-86.8967425,"(36.1344917, -86.8967425)",POINT (-86.8967425 36.1344917),"[36.1344917, -86.8967425]",2020-08-14,1.0,0,0,0.0,0.0
192089,37209.0,36.1520685,-86.85146399999998,"(36.1520685, -86.85146399999999)",POINT (-86.85146399999998 36.1520685),"[36.1520685, -86.85146399999998]",2020-07-30,1.0,0,0,0.0,0.0
192874,37209.0,36.15270579999999,-86.8489146,"(36.1527058, -86.8489146)",POINT (-86.8489146 36.15270579999999),"[36.15270579999999, -86.8489146]",2020-09-26,1.0,0,0,0.0,0.0
194473,37209.0,36.152608,-86.86842500000002,"(36.152608, -86.86842500000002)",POINT (-86.86842500000002 36.152608),"[36.152608, -86.86842500000002]",2020-08-19,1.0,0,0,0.0,0.0
194854,37209.0,36.10839861158369,-86.92301375,"(36.10839861158369, -86.92301375)",POINT (-86.92301375 36.10839861158369),"[36.10839861158369, -86.92301375]",2020-08-19,1.0,0,0,0.0,0.0
195035,37209.0,36.14350100000001,-86.8738443,"(36.14350100000001, -86.8738443)",POINT (-86.8738443 36.14350100000001),"[36.14350100000001, -86.8738443]",2020-08-11,1.0,0,0,0.0,0.0
195121,37209.0,36.14350100000001,-86.8738443,"(36.14350100000001, -86.8738443)",POINT (-86.8738443 36.14350100000001),"[36.14350100000001, -86.8738443]",2020-08-11,1.0,0,0,0.0,0.0
195502,37209.0,36.1502494,-86.86088070000001,"(36.1502494, -86.8608807)",POINT (-86.86088070000001 36.1502494),"[36.1502494, -86.86088070000001]",2020-08-10,1.0,0,0,0.0,0.0
195824,37209.0,36.144582799999995,-86.8720823,"(36.1445828, -86.8720823)",POINT (-86.8720823 36.14458279999999),"[36.144582799999995, -86.8720823]",2020-08-29,1.0,0,0,0.0,0.0
195983,37209.0,36.14125480000001,-86.84064219999998,"(36.14125480000001, -86.84064219999999)",POINT (-86.84064219999998 36.14125480000001),"[36.14125480000001, -86.84064219999998]",2020-08-19,1.0,0,0,0.0,0.0
